date,Bulwarowa,Aleja Krasińskiego,Bujaka
2017-01-26 22:00,"137,5","147,8","183,2"
2017-01-26 23:00,"179,3","180,6","209,7"
2017-01-27 00:00,"182,3","199,8","246,4"
2017-01-27 01:00,"195,7","221,3",244
2017-01-27 02:00,"193,7","232,6","248,4"
2017-01-27 03:00,"194,5",229,"240,6"
2017-01-27 04:00,"172,6","229,4","205,6"
2017-01-27 05:00,167,239,"221,1"
2017-01-27 06:00,"164,7","218,9","208,8"
2017-01-27 07:00,"162,2","214,9","204,1"
2017-01-27 08:00,"160,8","224,1","191,9"
2017-01-27 09:00,"184,2","227,6","193,4"
2017-01-27 10:00,"172,8",204,"203,8"
2017-01-27 11:00,184,"203,3","210,4"
2017-01-27 12:00,"180,3","187,5","167,9"
2017-01-27 13:00,"110,6","145,3","143,6"
2017-01-27 14:00,"77,7","125,3","127,7"
2017-01-27 15:00,"120,6","94,6","128,3"
2017-01-27 16:00,137,"88,6","163,7"
2017-01-27 17:00,"137,3","188,8","170,3"
2017-01-27 18:00,"115,2","209,4","174,3"
2017-01-27 19:00,"120,7",206,"188,4"
2017-01-27 20:00,"145,4","214,3",215
2017-01-27 21:00,185,"220,7","212,7"
2017-01-27 22:00,"202,9",238,"225,8"
2017-01-27 23:00,"236,3","259,5","279,2"
2017-01-28 00:00,"258,9","271,6","288,5"
2017-01-28 01:00,"257,2","289,5","293,3"
2017-01-28 02:00,"246,9","302,1","313,1"
2017-01-28 03:00,"244,8","304,2","312,1"
2017-01-28 04:00,"233,7","305,9","302,4"
2017-01-28 05:00,"213,4","307,4","281,9"
2017-01-28 06:00,201,"303,6",267
2017-01-28 07:00,"180,9",302,"261,1"
2017-01-28 08:00,"191,9","296,1","246,3"
2017-01-28 09:00,"211,2","278,2","235,1"
2017-01-28 10:00,"181,3","248,9","217,9"
2017-01-28 11:00,"138,8","242,3","159,7"
2017-01-28 12:00,"124,3","235,9","157,1"
2017-01-28 13:00,125,"209,1","177,9"
2017-01-28 14:00,"105,5","199,3","173,4"
2017-01-28 15:00,"98,7","194,6","178,5"
2017-01-28 16:00,"97,3","186,7",174
2017-01-28 17:00,"73,5","165,9","145,6"
2017-01-28 18:00,"85,4","168,6","137,5"
2017-01-28 19:00,"91,6","161,5","164,6"
2017-01-28 20:00,"109,4","194,5","218,4"
2017-01-28 21:00,"138,8","239,4",282
2017-01-28 22:00,"178,8","293,1","288,6"
2017-01-28 23:00,"196,4","312,8",304
2017-01-29 00:00,"225,5","302,9","276,9"
2017-01-29 01:00,"189,4","242,7",231
2017-01-29 02:00,"116,3","183,5","188,2"
2017-01-29 03:00,"107,9","185,4","118,3"
2017-01-29 04:00,"110,9","191,3","94,9"
2017-01-29 05:00,"103,5","171,6","100,5"
2017-01-29 06:00,"125,2","171,8","100,8"
2017-01-29 07:00,"149,6","176,7","103,2"
2017-01-29 08:00,"155,2","178,5","107,2"
2017-01-29 09:00,"162,8",184,"153,7"
2017-01-29 10:00,186,"184,8","129,4"
2017-01-29 11:00,"144,3","194,4","137,9"
2017-01-29 12:00,"117,8","168,3","107,9"
2017-01-29 13:00,124,"163,1",116
2017-01-29 14:00,"108,2","159,1","120,8"
2017-01-29 15:00,"94,1",145,"109,2"
2017-01-29 16:00,"119,9","141,8","111,6"
2017-01-29 17:00,"113,1",144,"124,1"
2017-01-29 18:00,"126,3","162,6","134,5"
2017-01-29 19:00,"131,2",179,"159,8"
2017-01-29 20:00,"145,9","183,4","174,2"
2017-01-29 21:00,"180,2","204,9","207,4"
2017-01-29 22:00,"218,8","234,4","238,9"
2017-01-29 23:00,"259,6","258,1","281,9"
2017-01-30 00:00,"268,7","268,2","312,2"
2017-01-30 01:00,"279,5","285,1","322,7"
2017-01-30 02:00,"279,6","303,7","309,8"
2017-01-30 03:00,"279,6","304,2","325,4"
2017-01-30 04:00,"265,6",317,"322,5"
2017-01-30 05:00,"266,6","309,5","307,5"
2017-01-30 06:00,"273,2","303,3","285,8"
2017-01-30 07:00,249,"288,1","279,1"
2017-01-30 08:00,"253,1","295,1","266,8"
2017-01-30 09:00,"264,9","285,5","257,9"
2017-01-30 10:00,"282,1","265,2","235,3"
2017-01-30 11:00,"240,7","244,5","177,3"
2017-01-30 12:00,"172,9","205,3","153,7"
2017-01-30 13:00,167,"184,5","139,8"
2017-01-30 14:00,"157,6","172,3","173,9"
2017-01-30 15:00,"162,9","183,8","166,4"
2017-01-30 16:00,"180,8","191,6","192,8"
2017-01-30 17:00,"180,5","233,2","209,8"
2017-01-30 18:00,"198,4","224,1","224,9"
2017-01-30 19:00,"202,1","245,5","269,2"
2017-01-30 20:00,"235,9","242,8","301,1"
2017-01-30 21:00,"279,4",256,"320,9"
2017-01-30 22:00,"286,5",262,"341,5"
2017-01-30 23:00,"329,7","275,1","356,4"
2017-01-31 00:00,"286,9","286,9","357,5"
